0 ; 30000.00 ; 60 ; 4 
0 ; 30000.00 ; 60 ; 4 
0 ; 30000.00 ; 60 ; 4 
0 ; 30000.00 ; 60 ; 4 
1 ; 100000.00 ; 175 ; 7 
1 ; 100000.00 ; 175 ; 7 
1 ; 100000.00 ; 175 ; 7 
1 ; 100000.00 ; 175 ; 7 
1 ; 100000.00 ; 175 ; 7 
1 ; 100000.00 ; 175 ; 7 
1 ; 100000.00 ; 175 ; 7 
2 ; 100000.00 ; 200 ; 8 
2 ; 100000.00 ; 200 ; 8 
2 ; 100000.00 ; 200 ; 8 
2 ; 100000.00 ; 200 ; 8 
2 ; 100000.00 ; 200 ; 8 
2 ; 100000.00 ; 200 ; 8 
2 ; 100000.00 ; 200 ; 8 
2 ; 100000.00 ; 200 ; 8 
3 ; 75000.00 ; 150 ; 6 
3 ; 75000.00 ; 150 ; 6 
3 ; 75000.00 ; 150 ; 6 
3 ; 75000.00 ; 150 ; 6 
3 ; 75000.00 ; 150 ; 6 
3 ; 75000.00 ; 150 ; 6 
4 ; 30000.00 ; 60 ; 4 
4 ; 30000.00 ; 60 ; 4 
4 ; 30000.00 ; 60 ; 4 
4 ; 30000.00 ; 60 ; 4 
5 ; 75000.00 ; 150 ; 6 
5 ; 75000.00 ; 150 ; 6 
5 ; 75000.00 ; 150 ; 6 
5 ; 75000.00 ; 150 ; 6 
5 ; 75000.00 ; 150 ; 6 
5 ; 75000.00 ; 150 ; 6 
6 ; 100000.00 ; 175 ; 7 
6 ; 100000.00 ; 175 ; 7 
6 ; 100000.00 ; 175 ; 7 
6 ; 100000.00 ; 175 ; 7 
6 ; 100000.00 ; 175 ; 7 
6 ; 100000.00 ; 175 ; 7 
6 ; 100000.00 ; 175 ; 7 
7 ; 30000.00 ; 45 ; 3 
7 ; 30000.00 ; 45 ; 3 
7 ; 30000.00 ; 45 ; 3 
8 ; 125000.00 ; 250 ; 10 
8 ; 125000.00 ; 250 ; 10 
8 ; 125000.00 ; 250 ; 10 
8 ; 125000.00 ; 250 ; 10 
8 ; 125000.00 ; 250 ; 10 
8 ; 125000.00 ; 250 ; 10 
8 ; 125000.00 ; 250 ; 10 
8 ; 125000.00 ; 250 ; 10 
8 ; 125000.00 ; 250 ; 10 
8 ; 125000.00 ; 250 ; 10 
9 ; 15000.00 ; 30 ; 2 
9 ; 15000.00 ; 30 ; 2 
10 ; 30000.00 ; 45 ; 3 
10 ; 30000.00 ; 45 ; 3 
10 ; 30000.00 ; 45 ; 3 
11 ; 100000.00 ; 200 ; 8 
11 ; 100000.00 ; 200 ; 8 
11 ; 100000.00 ; 200 ; 8 
11 ; 100000.00 ; 200 ; 8 
11 ; 100000.00 ; 200 ; 8 
11 ; 100000.00 ; 200 ; 8 
11 ; 100000.00 ; 200 ; 8 
11 ; 100000.00 ; 200 ; 8 
12 ; 15000.00 ; 15 ; 1 
13 ; 125000.00 ; 250 ; 10 
13 ; 125000.00 ; 250 ; 10 
13 ; 125000.00 ; 250 ; 10 
13 ; 125000.00 ; 250 ; 10 
13 ; 125000.00 ; 250 ; 10 
13 ; 125000.00 ; 250 ; 10 
13 ; 125000.00 ; 250 ; 10 
13 ; 125000.00 ; 250 ; 10 
13 ; 125000.00 ; 250 ; 10 
13 ; 125000.00 ; 250 ; 10 
14 ; 30000.00 ; 60 ; 4 
14 ; 30000.00 ; 60 ; 4 
14 ; 30000.00 ; 60 ; 4 
14 ; 30000.00 ; 60 ; 4 
15 ; 100000.00 ; 175 ; 7 
15 ; 100000.00 ; 175 ; 7 
15 ; 100000.00 ; 175 ; 7 
15 ; 100000.00 ; 175 ; 7 
15 ; 100000.00 ; 175 ; 7 
15 ; 100000.00 ; 175 ; 7 
15 ; 100000.00 ; 175 ; 7 
16 ; 15000.00 ; 15 ; 1 
17 ; 100000.00 ; 175 ; 7 
17 ; 100000.00 ; 175 ; 7 
17 ; 100000.00 ; 175 ; 7 
17 ; 100000.00 ; 175 ; 7 
17 ; 100000.00 ; 175 ; 7 
17 ; 100000.00 ; 175 ; 7 
17 ; 100000.00 ; 175 ; 7 
18 ; 30000.00 ; 45 ; 3 
18 ; 30000.00 ; 45 ; 3 
18 ; 30000.00 ; 45 ; 3 
19 ; 100000.00 ; 175 ; 7 
19 ; 100000.00 ; 175 ; 7 
19 ; 100000.00 ; 175 ; 7 
19 ; 100000.00 ; 175 ; 7 
19 ; 100000.00 ; 175 ; 7 
19 ; 100000.00 ; 175 ; 7 
19 ; 100000.00 ; 175 ; 7 
20 ; 15000.00 ; 30 ; 2 
20 ; 15000.00 ; 30 ; 2 
21 ; 125000.00 ; 225 ; 9 
21 ; 125000.00 ; 225 ; 9 
21 ; 125000.00 ; 225 ; 9 
21 ; 125000.00 ; 225 ; 9 
21 ; 125000.00 ; 225 ; 9 
21 ; 125000.00 ; 225 ; 9 
21 ; 125000.00 ; 225 ; 9 
21 ; 125000.00 ; 225 ; 9 
21 ; 125000.00 ; 225 ; 9 
22 ; 100000.00 ; 200 ; 8 
22 ; 100000.00 ; 200 ; 8 
22 ; 100000.00 ; 200 ; 8 
22 ; 100000.00 ; 200 ; 8 
22 ; 100000.00 ; 200 ; 8 
22 ; 100000.00 ; 200 ; 8 
22 ; 100000.00 ; 200 ; 8 
22 ; 100000.00 ; 200 ; 8 
23 ; 125000.00 ; 250 ; 10 
23 ; 125000.00 ; 250 ; 10 
23 ; 125000.00 ; 250 ; 10 
23 ; 125000.00 ; 250 ; 10 
23 ; 125000.00 ; 250 ; 10 
23 ; 125000.00 ; 250 ; 10 
23 ; 125000.00 ; 250 ; 10 
23 ; 125000.00 ; 250 ; 10 
23 ; 125000.00 ; 250 ; 10 
23 ; 125000.00 ; 250 ; 10 
24 ; 30000.00 ; 45 ; 3 
24 ; 30000.00 ; 45 ; 3 
24 ; 30000.00 ; 45 ; 3 
25 ; 15000.00 ; 15 ; 1 
26 ; 30000.00 ; 45 ; 3 
26 ; 30000.00 ; 45 ; 3 
26 ; 30000.00 ; 45 ; 3 
27 ; 30000.00 ; 60 ; 4 
27 ; 30000.00 ; 60 ; 4 
27 ; 30000.00 ; 60 ; 4 
27 ; 30000.00 ; 60 ; 4 
28 ; 100000.00 ; 200 ; 8 
28 ; 100000.00 ; 200 ; 8 
28 ; 100000.00 ; 200 ; 8 
28 ; 100000.00 ; 200 ; 8 
28 ; 100000.00 ; 200 ; 8 
28 ; 100000.00 ; 200 ; 8 
28 ; 100000.00 ; 200 ; 8 
28 ; 100000.00 ; 200 ; 8 
29 ; 75000.00 ; 150 ; 6 
29 ; 75000.00 ; 150 ; 6 
29 ; 75000.00 ; 150 ; 6 
29 ; 75000.00 ; 150 ; 6 
29 ; 75000.00 ; 150 ; 6 
29 ; 75000.00 ; 150 ; 6 
30 ; 125000.00 ; 250 ; 10 
30 ; 125000.00 ; 250 ; 10 
30 ; 125000.00 ; 250 ; 10 
30 ; 125000.00 ; 250 ; 10 
30 ; 125000.00 ; 250 ; 10 
30 ; 125000.00 ; 250 ; 10 
30 ; 125000.00 ; 250 ; 10 
30 ; 125000.00 ; 250 ; 10 
30 ; 125000.00 ; 250 ; 10 
30 ; 125000.00 ; 250 ; 10 
31 ; 30000.00 ; 45 ; 3 
31 ; 30000.00 ; 45 ; 3 
31 ; 30000.00 ; 45 ; 3 
32 ; 30000.00 ; 45 ; 3 
32 ; 30000.00 ; 45 ; 3 
32 ; 30000.00 ; 45 ; 3 
33 ; 125000.00 ; 225 ; 9 
33 ; 125000.00 ; 225 ; 9 
33 ; 125000.00 ; 225 ; 9 
33 ; 125000.00 ; 225 ; 9 
33 ; 125000.00 ; 225 ; 9 
33 ; 125000.00 ; 225 ; 9 
33 ; 125000.00 ; 225 ; 9 
33 ; 125000.00 ; 225 ; 9 
33 ; 125000.00 ; 225 ; 9 
34 ; 125000.00 ; 250 ; 10 
34 ; 125000.00 ; 250 ; 10 
34 ; 125000.00 ; 250 ; 10 
34 ; 125000.00 ; 250 ; 10 
34 ; 125000.00 ; 250 ; 10 
34 ; 125000.00 ; 250 ; 10 
34 ; 125000.00 ; 250 ; 10 
34 ; 125000.00 ; 250 ; 10 
34 ; 125000.00 ; 250 ; 10 
34 ; 125000.00 ; 250 ; 10 
35 ; 100000.00 ; 200 ; 8 
35 ; 100000.00 ; 200 ; 8 
35 ; 100000.00 ; 200 ; 8 
35 ; 100000.00 ; 200 ; 8 
35 ; 100000.00 ; 200 ; 8 
35 ; 100000.00 ; 200 ; 8 
35 ; 100000.00 ; 200 ; 8 
35 ; 100000.00 ; 200 ; 8 
36 ; 30000.00 ; 60 ; 4 
36 ; 30000.00 ; 60 ; 4 
36 ; 30000.00 ; 60 ; 4 
36 ; 30000.00 ; 60 ; 4 
37 ; 100000.00 ; 175 ; 7 
37 ; 100000.00 ; 175 ; 7 
37 ; 100000.00 ; 175 ; 7 
37 ; 100000.00 ; 175 ; 7 
37 ; 100000.00 ; 175 ; 7 
37 ; 100000.00 ; 175 ; 7 
37 ; 100000.00 ; 175 ; 7 
38 ; 15000.00 ; 30 ; 2 
38 ; 15000.00 ; 30 ; 2 
39 ; 30000.00 ; 45 ; 3 
39 ; 30000.00 ; 45 ; 3 
39 ; 30000.00 ; 45 ; 3 
40 ; 125000.00 ; 250 ; 10 
40 ; 125000.00 ; 250 ; 10 
40 ; 125000.00 ; 250 ; 10 
40 ; 125000.00 ; 250 ; 10 
40 ; 125000.00 ; 250 ; 10 
40 ; 125000.00 ; 250 ; 10 
40 ; 125000.00 ; 250 ; 10 
40 ; 125000.00 ; 250 ; 10 
40 ; 125000.00 ; 250 ; 10 
40 ; 125000.00 ; 250 ; 10 
41 ; 30000.00 ; 60 ; 4 
41 ; 30000.00 ; 60 ; 4 
41 ; 30000.00 ; 60 ; 4 
41 ; 30000.00 ; 60 ; 4 
42 ; 15000.00 ; 30 ; 2 
42 ; 15000.00 ; 30 ; 2 
43 ; 125000.00 ; 250 ; 10 
43 ; 125000.00 ; 250 ; 10 
43 ; 125000.00 ; 250 ; 10 
43 ; 125000.00 ; 250 ; 10 
43 ; 125000.00 ; 250 ; 10 
43 ; 125000.00 ; 250 ; 10 
43 ; 125000.00 ; 250 ; 10 
43 ; 125000.00 ; 250 ; 10 
43 ; 125000.00 ; 250 ; 10 
43 ; 125000.00 ; 250 ; 10 
44 ; 45000.00 ; 75 ; 5 
44 ; 45000.00 ; 75 ; 5 
44 ; 45000.00 ; 75 ; 5 
44 ; 45000.00 ; 75 ; 5 
44 ; 45000.00 ; 75 ; 5 
45 ; 100000.00 ; 200 ; 8 
45 ; 100000.00 ; 200 ; 8 
45 ; 100000.00 ; 200 ; 8 
45 ; 100000.00 ; 200 ; 8 
45 ; 100000.00 ; 200 ; 8 
45 ; 100000.00 ; 200 ; 8 
45 ; 100000.00 ; 200 ; 8 
45 ; 100000.00 ; 200 ; 8 
46 ; 125000.00 ; 225 ; 9 
46 ; 125000.00 ; 225 ; 9 
46 ; 125000.00 ; 225 ; 9 
46 ; 125000.00 ; 225 ; 9 
46 ; 125000.00 ; 225 ; 9 
46 ; 125000.00 ; 225 ; 9 
46 ; 125000.00 ; 225 ; 9 
46 ; 125000.00 ; 225 ; 9 
46 ; 125000.00 ; 225 ; 9 
47 ; 45000.00 ; 75 ; 5 
47 ; 45000.00 ; 75 ; 5 
47 ; 45000.00 ; 75 ; 5 
47 ; 45000.00 ; 75 ; 5 
47 ; 45000.00 ; 75 ; 5 
48 ; 75000.00 ; 150 ; 6 
48 ; 75000.00 ; 150 ; 6 
48 ; 75000.00 ; 150 ; 6 
48 ; 75000.00 ; 150 ; 6 
48 ; 75000.00 ; 150 ; 6 
48 ; 75000.00 ; 150 ; 6 
49 ; 15000.00 ; 15 ; 1 
50 ; 30000.00 ; 60 ; 4 
50 ; 30000.00 ; 60 ; 4 
50 ; 30000.00 ; 60 ; 4 
50 ; 30000.00 ; 60 ; 4 
51 ; 100000.00 ; 175 ; 7 
51 ; 100000.00 ; 175 ; 7 
51 ; 100000.00 ; 175 ; 7 
51 ; 100000.00 ; 175 ; 7 
51 ; 100000.00 ; 175 ; 7 
51 ; 100000.00 ; 175 ; 7 
51 ; 100000.00 ; 175 ; 7 
52 ; 15000.00 ; 30 ; 2 
52 ; 15000.00 ; 30 ; 2 
53 ; 15000.00 ; 15 ; 1 
54 ; 100000.00 ; 175 ; 7 
54 ; 100000.00 ; 175 ; 7 
54 ; 100000.00 ; 175 ; 7 
54 ; 100000.00 ; 175 ; 7 
54 ; 100000.00 ; 175 ; 7 
54 ; 100000.00 ; 175 ; 7 
54 ; 100000.00 ; 175 ; 7 
55 ; 30000.00 ; 60 ; 4 
55 ; 30000.00 ; 60 ; 4 
55 ; 30000.00 ; 60 ; 4 
